"","SRR14333319","SRR14333320","SRR14333321","SRR14333322","SRR14333323","SRR14333324","SRR14333325","SRR14333326","SRR14333327"
"SpisGene3316",6.70798186765181,6.43963297617122,6.6206272680699,7.30898104019826,6.62214968195553,7.37777018878631,6.32579311086214,6.16362236056213,7.00794127074465
"SpisGene3315",8.76671038028033,8.50591049362473,8.63238590375507,6.52153554022532,7.06151493582071,7.52570774358951,7.60033792087993,6.58021336265478,7.0416027127171
"SpisGene3314",7.0955268421089,7.03031026825006,7.03415282740223,8.79523696842756,8.0413912820096,6.82608331468706,4.88591890563313,5.76875594917301,5.82470079553717
"SpisGene3313",5.79374428143512,5.32779100402115,6.07487430919267,4.88591890563313,5.48484592593151,5.90918850075636,5.30877607055907,4.88591890563313,5.43423210738249
"SpisGene3312",8.00396961904183,7.9976599256633,8.02473041846853,6.39553450910973,5.72706071334732,6.73467669100414,6.45154249048391,6.11637614288603,6.63402538504969
"SpisGene3311",5.94930440461781,6.06747140262633,5.91141196755236,4.88591890563313,5.53207527831494,5.64608645632569,4.88591890563313,4.88591890563313,5.51781093642078
"SpisGene3310",6.52317886330995,6.90224340241171,7.00927894895319,7.05501946275681,8.02214746625812,7.36614381155429,5.94398786889562,4.88591890563313,5.65682207360847
"SpisGene23295",6.2598135491665,6.47839130814483,6.59758314098681,8.43277625903206,7.40448454573414,10.3547860175935,7.4782392861787,6.0667832592431,7.66703746100021
"SpisGene23296",6.00842032223999,6.22272377715275,6.91375061358328,5.69481091746049,6.50570382729446,4.88591890563313,4.88591890563313,7.81162978874708,4.88591890563313
"SpisGene23291",8.91730435986728,9.45292015545826,9.04155984614902,6.34093701993863,8.59886125376165,7.31861150789843,7.30842724711001,7.17448547823982,7.21272804465696
"SpisGene23292",8.73275946021154,9.03038321078529,8.97182258530613,6.52153554022532,8.28640328741089,7.36614381155429,6.49819054173548,4.88591890563313,6.34968567234172
"SpisGene12930",5.88605084837268,5.67573235933584,6.09346264559264,5.5720622751411,5.37609882897986,5.18699563292839,4.88591890563313,4.88591890563313,5.51781093642078
"SpisGene12931",6.11663419374425,5.92690719174603,6.24695282485382,5.74909957241537,5.57588306280981,5.90918850075636,6.12097539267601,6.29366777367875,6.04604175506916
"SpisGene14443",4.88591890563313,4.88591890563313,4.88591890563313,4.88591890563313,5.93605032093836,6.15895932134003,4.88591890563313,4.88591890563313,4.88591890563313
"SpisGene14440",6.74766452981168,6.71899218816327,6.74009403607082,6.6352780846105,5.72706071334732,6.37203792628989,5.67015564363469,4.88591890563313,5.82470079553717
"SpisGene14444",4.88591890563313,5.32779100402115,5.51248001969848,4.88591890563313,6.83775518263677,6.48254978281498,5.30877607055907,4.88591890563313,5.51781093642078
"SpisGene23129",5.53305285646349,6.12191802059451,6.91375061358328,4.88591890563313,6.37630769678316,4.88591890563313,4.88591890563313,5.61041517036478,4.88591890563313
"SpisGene23121",5.92871653562115,5.81100902092533,5.99672398789124,4.88591890563313,4.88591890563313,4.88591890563313,4.88591890563313,4.88591890563313,4.88591890563313
"SpisGene23120",6.09941059647113,5.98976161354565,5.91141196755236,5.69481091746049,5.37609882897986,6.00611390111995,5.94398786889562,4.88591890563313,6.04604175506916
"SpisGene23124",5.98913186904175,7.21220240690862,6.85847869726801,5.5720622751411,5.57588306280981,5.90918850075636,6.2136839579141,6.67182363811311,6.08459965973862
"SpisGene22458",7.16788608647184,6.64402117836779,7.06659639944531,7.75433299820566,8.22482708370393,7.76357354299114,7.23403078106613,7.04971279283008,7.10642986574027
"SpisGene22459",6.38601330440668,6.35791317647398,6.42229143424444,6.95816239584765,6.50570382729446,6.84359099055354,7.09998880016177,6.81073383944379,6.46132733953717
"SpisGene22454",11.691203276085,10.9658602783859,11.0265816899657,11.0541731945552,11.263901038057,11.6123312502619,13.1042549139529,10.2295101463149,12.5760612242916
"SpisGene22455",6.43781089917971,6.32928955824152,6.03659776290297,6.089704085557,6.74095794717833,6.29180128598226,5.90414902856957,5.69386891797674,5.65682207360847
